UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,TokenizedTweet,Cleantweet
1180,46132,In the Ether,13-03-2020,"I wore a mask while grocery shopping yesterday here in #Portland, where we've declared an emergency. I was the only one in the store wearing one. Lots of glares. I somehow survived the disapproval of imbeciles. #COVID2019",Positive,"['I', 'wore', 'a', 'mask', 'while', 'grocery', 'shopping', 'yesterday', 'here', 'in', '#', 'Portland', ',', 'where', 'we', ""'ve"", 'declared', 'an', 'emergency', '.', 'I', 'was', 'the', 'only', 'one', 'in', 'the', 'store', 'wearing', 'one', '.', 'Lots', 'of', 'glares', '.', 'I', 'somehow', 'survived', 'the', 'disapproval', 'of', 'imbeciles', '.', '#', 'COVID2019']","wore mask grocery shopping yesterday #Portland, we've declared emergency. one store wearing one. Lots glares. somehow survived disapproval imbeciles. #COVID2019"
1182,46134,"California, USA",13-03-2020,This is what online shopping looks like in a pandemic in Feb hand sanitizers gloves masks sprays purchases skyrocketed 817   over the counter drugs cold cough amp flu meds up 198 toilet paper buying up 186 Source Adobe Analytics,Positive,"['This', 'is', 'what', 'online', 'shopping', 'looks', 'like', 'in', 'a', 'pandemic', 'in', 'Feb', 'hand', 'sanitizers', 'gloves', 'masks', 'sprays', 'purchases', 'skyrocketed', '817', 'over', 'the', 'counter', 'drugs', 'cold', 'cough', 'amp', 'flu', 'meds', 'up', '198', 'toilet', 'paper', 'buying', 'up', '186', 'Source', 'Adobe', 'Analytics']",online shopping looks like pandemic Feb hand sanitizers gloves masks sprays purchases skyrocketed 817 counter drugs cold cough amp flu meds 198 toilet paper buying 186 Source Adobe Analytics
1183,46135,"Fort Wayne, IN",13-03-2020,PSA Be nice to grocery store employees. They cant help what they dont have be because initial people hoarded which led to others panicking that they wont have enough. #coronapocalypse #HumanityFirst #Covid_19 #decency,Negative,"['PSA', 'Be', 'nice', 'to', 'grocery', 'store', 'employees', '.', 'They', 'cant', 'help', 'what', 'they', 'dont', 'have', 'be', 'because', 'initial', 'people', 'hoarded', 'which', 'led', 'to', 'others', 'panicking', 'that', 'they', 'wont', 'have', 'enough', '.', '#', 'coronapocalypse', '#', 'HumanityFirst', '#', 'Covid_19', '#', 'decency']",PSA nice grocery store employees. cant help dont initial people hoarded led others panicking wont enough. #coronapocalypse #HumanityFirst #Covid_19 #decency
1186,46138,"Lagos - Abuja, Nigeria",13-03-2020,"Asian stocks down in early trade over Coronavirus spread, As naira takes a hit CBN rules out devaluation...click here for live updates of the oil price crashes, coronavirus

#Covid_19
https://t.co/UAWxZqDe9a",Neutral,"['Asian', 'stocks', 'down', 'in', 'early', 'trade', 'over', 'Coronavirus', 'spread', ',', 'As', 'naira', 'takes', 'a', 'hit', 'CBN', 'rules', 'out', 'devaluation', '...', 'click', 'here', 'for', 'live', 'updates', 'of', 'the', 'oil', 'price', 'crashes', ',', 'coronavirus', '#', 'Covid_19', 'https', ':', '//t.co/UAWxZqDe9a']","Asian stocks early trade Coronavirus spread, naira takes hit CBN rules devaluation...click live updates oil price crashes, coronavirus #Covid_19 https://t.co/UAWxZqDe9a"
1187,46139,"North Carolina, USA",13-03-2020,"Cmon, guys. Were backed up half way down the damn aisle in the grocery store at 10PM! ON A WEEK DAY! We dont need to hoard months worth of groceries.. seriously. #coronapocalypse #CoronavirusOutbreak #Covid_19 https://t.co/l71gJNM5e6",Negative,"['Cmon', ',', 'guys', '.', 'We\x92re', 'backed', 'up', 'half', 'way', 'down', 'the', 'damn', 'aisle', 'in', 'the', 'grocery', 'store', 'at', '10PM', '!', 'ON', 'A', 'WEEK', 'DAY', '!', 'We', 'don\x92t', 'need', 'to', 'hoard', 'months', 'worth', 'of', 'groceries', '..', 'seriously', '.', '#', 'coronapocalypse', '#', 'CoronavirusOutbreak', '#', 'Covid_19', 'https', ':', '//t.co/l71gJNM5e6']","Cmon, guys. Were backed half way damn aisle grocery store 10PM! WEEK DAY! dont need hoard months worth groceries.. seriously. #coronapocalypse #CoronavirusOutbreak #Covid_19 https://t.co/l71gJNM5e6"
1188,46140,Australia,13-03-2020,Efforts 2 contain #COVID-19 are shifting demand &amp; disrupting Ag supply chains. @raboresearch has collated our analysis of current &amp; expected impacts in one place 2 help our @RabobankAU network keep informed. https://t.co/P41vjG4uD6,Positive,"['Efforts', '2', 'contain', '#', 'COVID-19', 'are', 'shifting', 'demand', '&', 'amp', ';', 'disrupting', 'Ag', 'supply', 'chains', '.', '@', 'raboresearch', 'has', 'collated', 'our', 'analysis', 'of', 'current', '&', 'amp', ';', 'expected', 'impacts', 'in', 'one', 'place', '2', 'help', 'our', '@', 'RabobankAU', 'network', 'keep', 'informed', '.', 'https', ':', '//t.co/P41vjG4uD6']",Efforts 2 contain #COVID-19 shifting demand &amp; disrupting Ag supply chains. @raboresearch collated analysis current &amp; expected impacts one place 2 help @RabobankAU network keep informed. https://t.co/P41vjG4uD6
1189,46141,ORD ,13-03-2020,#FridayThoughts: Please be kind to all Convenience Retail Store &amp; Supermarkets staff. They are working extra hard to make sure there are products on the shelves. And beverages in the coolers #Covid_19  #bekindalways #kindness https://t.co/FGZSjqv6oj,Extremely Positive,"['#', 'FridayThoughts', ':', 'Please', 'be', 'kind', 'to', 'all', 'Convenience', 'Retail', 'Store', '&', 'amp', ';', 'Supermarkets', 'staff', '.', 'They', 'are', 'working', 'extra', 'hard', 'to', 'make', 'sure', 'there', 'are', 'products', 'on', 'the', 'shelves', '.', 'And', 'beverages', 'in', 'the', 'coolers', '#', 'Covid_19', '#', 'bekindalways', '#', 'kindness', 'https', ':', '//t.co/FGZSjqv6oj']",#FridayThoughts: Please kind Convenience Retail Store &amp; Supermarkets staff. working extra hard make sure products shelves. beverages coolers #Covid_19 #bekindalways #kindness https://t.co/FGZSjqv6oj
1190,46142,ORD ,13-03-2020,#CoronavirusPandemic Please be kind to all Convenience Retail Store &amp; Supermarkets staff. Working extra hard to make sure there are products on the shelves. And beverages in the coolers #Covid_19  #bekindalways https://t.co/AEzHYRnPue,Extremely Positive,"['#', 'CoronavirusPandemic', 'Please', 'be', 'kind', 'to', 'all', 'Convenience', 'Retail', 'Store', '&', 'amp', ';', 'Supermarkets', 'staff', '.', 'Working', 'extra', 'hard', 'to', 'make', 'sure', 'there', 'are', 'products', 'on', 'the', 'shelves', '.', 'And', 'beverages', 'in', 'the', 'coolers', '#', 'Covid_19', '#', 'bekindalways', 'https', ':', '//t.co/AEzHYRnPue']",#CoronavirusPandemic Please kind Convenience Retail Store &amp; Supermarkets staff. Working extra hard make sure products shelves. beverages coolers #Covid_19 #bekindalways https://t.co/AEzHYRnPue
1191,46143,"Arizona, USA",13-03-2020,A grocery store in my hometown in AZ #CoronavirusCrazy #Covid_19 https://t.co/lh1HhPPxkq,Neutral,"['A', 'grocery', 'store', 'in', 'my', 'hometown', 'in', 'AZ', '#', 'CoronavirusCrazy', '#', 'Covid_19', 'https', ':', '//t.co/lh1HhPPxkq']",grocery store hometown AZ #CoronavirusCrazy #Covid_19 https://t.co/lh1HhPPxkq
1193,46145,Canada,13-03-2020,Canadians are stocking up to take extra care of themselves &amp; those around them during Covid19. Some wonder if you can get it from food? The answer is no. Read more about that &amp; how to prepare to stay home without panic buying. #COVID19 #panicbuying https://t.co/zhZNP0ZmPD,Positive,"['Canadians', 'are', 'stocking', 'up', 'to', 'take', 'extra', 'care', 'of', 'themselves', '&', 'amp', ';', 'those', 'around', 'them', 'during', 'Covid19', '.', 'Some', 'wonder', 'if', 'you', 'can', 'get', 'it', 'from', 'food', '?', 'The', 'answer', 'is', 'no', '.', 'Read', 'more', 'about', 'that', '&', 'amp', ';', 'how', 'to', 'prepare', 'to', 'stay', 'home', 'without', 'panic', 'buying', '.', '#', 'COVID19', '#', 'panicbuying', 'https', ':', '//t.co/zhZNP0ZmPD']",Canadians stocking take extra care &amp; around Covid19. wonder get food? answer no. Read &amp; prepare stay home without panic buying. #COVID19 #panicbuying https://t.co/zhZNP0ZmPD
1194,46146,"Medicine Hat, Alberta",13-03-2020,"Locals stock up on toilet paper, cleaning products, and food amid COVID-19 worries https://t.co/AIisrLbfOi https://t.co/cEcbgrBuP9",Negative,"['Locals', 'stock', 'up', 'on', 'toilet', 'paper', ',', 'cleaning', 'products', ',', 'and', 'food', 'amid', 'COVID-19', 'worries', 'https', ':', '//t.co/AIisrLbfOi', 'https', ':', '//t.co/cEcbgrBuP9']","Locals stock toilet paper, cleaning products, food amid COVID-19 worries https://t.co/AIisrLbfOi https://t.co/cEcbgrBuP9"
1196,46148,"Washington, D.C.",13-03-2020,"Consumer health and well-being is the top priority of the #supplement industry. We continue to remind marketers, retailers and consumers that supplements may not claim to cure, treat or prevent #COVID19 #Coronavirus. @AHPAssociation @CHPA @unpafrank 
https://t.co/PjAZMxCNS8",Extremely Positive,"['Consumer', 'health', 'and', 'well-being', 'is', 'the', 'top', 'priority', 'of', 'the', '#', 'supplement', 'industry', '.', 'We', 'continue', 'to', 'remind', 'marketers', ',', 'retailers', 'and', 'consumers', 'that', 'supplements', 'may', 'not', 'claim', 'to', 'cure', ',', 'treat', 'or', 'prevent', '#', 'COVID19', '#', 'Coronavirus', '.', '@', 'AHPAssociation', '@', 'CHPA', '@', 'unpafrank', 'https', ':', '//t.co/PjAZMxCNS8']","Consumer health well-being top priority #supplement industry. continue remind marketers, retailers consumers supplements may claim cure, treat prevent #COVID19 #Coronavirus. @AHPAssociation @CHPA @unpafrank https://t.co/PjAZMxCNS8"
1197,46149,"Toronto, Ontario",13-03-2020,"A retail store at an Etobicoke mall was shut down Thursday after an employee tested positive for COVID-19.
https://t.co/aMczSMUuOs",Positive,"['A', 'retail', 'store', 'at', 'an', 'Etobicoke', 'mall', 'was', 'shut', 'down', 'Thursday', 'after', 'an', 'employee', 'tested', 'positive', 'for', 'COVID-19', '.', 'https', ':', '//t.co/aMczSMUuOs']",retail store Etobicoke mall shut Thursday employee tested positive COVID-19. https://t.co/aMczSMUuOs
1198,46150,Canada,13-03-2020,"Its always good to be prepared! Make sure you have what you need if you become ill. Stock up on items like:

?Non-perishable food items
?Personal hygiene items
?Daily personal medications
?Pet supplies

??What to do if you become sick: https://t.co/znoXt1Itf5 #COVID19 https://t.co/MEqB9fXeLs",Positive,"['It\x92s', 'always', 'good', 'to', 'be', 'prepared', '!', 'Make', 'sure', 'you', 'have', 'what', 'you', 'need', 'if', 'you', 'become', 'ill.', 'Stock', 'up', 'on', 'items', 'like', ':', '?', 'Non-perishable', 'food', 'items', '?', 'Personal', 'hygiene', 'items', '?', 'Daily', 'personal', 'medications', '?', 'Pet', 'supplies', '?', '?', 'What', 'to', 'do', 'if', 'you', 'become', 'sick', ':', 'https', ':', '//t.co/znoXt1Itf5', '#', 'COVID19', 'https', ':', '//t.co/MEqB9fXeLs']",Its always good prepared! Make sure need become ill. Stock items like: ?Non-perishable food items ?Personal hygiene items ?Daily personal medications ?Pet supplies ??What become sick: https://t.co/znoXt1Itf5 #COVID19 https://t.co/MEqB9fXeLs
1199,46151,"Toronto, GTA, Mississauga, ON",13-03-2020,"Had to take a high dose #CBD capsule today due to having to go to the supermarket today. Crazy lines, empty shelves. Need to reduce this #anxiety and get some #sleep. #THC #edible tonight. ? #Covid_19 #CoronavirusPandemic https://t.co/w1fRAaHDeU",Negative,"['Had', 'to', 'take', 'a', 'high', 'dose', '#', 'CBD', 'capsule', 'today', 'due', 'to', 'having', 'to', 'go', 'to', 'the', 'supermarket', 'today', '.', 'Crazy', 'lines', ',', 'empty', 'shelves', '.', 'Need', 'to', 'reduce', 'this', '#', 'anxiety', 'and', 'get', 'some', '#', 'sleep', '.', '#', 'THC', '#', 'edible', 'tonight', '.', '?', '#', 'Covid_19', '#', 'CoronavirusPandemic', 'https', ':', '//t.co/w1fRAaHDeU']","take high dose #CBD capsule today due go supermarket today. Crazy lines, empty shelves. Need reduce #anxiety get #sleep. #THC #edible tonight. ? #Covid_19 #CoronavirusPandemic https://t.co/w1fRAaHDeU"
1200,46152,Dublin,13-03-2020,"I live alone and worked from home today. 
A robot served me in the supermarket.
I've had zero contact with other humans.

13 year me is gagged at the fact I now live in a scifi movie.

#Coronavirusireland 
#Covid_19 
#COVID19ireland 
#cornavirus",Negative,"['I', 'live', 'alone', 'and', 'worked', 'from', 'home', 'today', '.', 'A', 'robot', 'served', 'me', 'in', 'the', 'supermarket', '.', 'I', ""'ve"", 'had', 'zero', 'contact', 'with', 'other', 'humans', '.', '13', 'year', 'me', 'is', 'gagged', 'at', 'the', 'fact', 'I', 'now', 'live', 'in', 'a', 'scifi', 'movie', '.', '#', 'Coronavirusireland', '#', 'Covid_19', '#', 'COVID19ireland', '#', 'cornavirus']",live alone worked home today. robot served supermarket. I've zero contact humans. 13 year gagged fact live scifi movie. #Coronavirusireland #Covid_19 #COVID19ireland #cornavirus
1201,46153,Toronto,13-03-2020,"So you stocked up on canned beans....now you are wondering how to use them? 

Use beans to make: chili, bean salad, bean dips, refried beans
Add beans to burritos, rice, guac, soups, quesadillas.
You can even bake with pureed #beans. 

#panicbuying  #CoronavirusPandemic https://t.co/VIRQnxGn6R",Neutral,"['So', 'you', 'stocked', 'up', 'on', 'canned', 'beans', '....', 'now', 'you', 'are', 'wondering', 'how', 'to', 'use', 'them', '?', 'Use', 'beans', 'to', 'make', ':', 'chili', ',', 'bean', 'salad', ',', 'bean', 'dips', ',', 'refried', 'beans', 'Add', 'beans', 'to', 'burritos', ',', 'rice', ',', 'guac', ',', 'soups', ',', 'quesadillas', '.', 'You', 'can', 'even', 'bake', 'with', 'pureed', '#', 'beans', '.', '#', 'panicbuying', '#', 'CoronavirusPandemic', 'https', ':', '//t.co/VIRQnxGn6R']","stocked canned beans....now wondering use them? Use beans make: chili, bean salad, bean dips, refried beans Add beans burritos, rice, guac, soups, quesadillas. even bake pureed #beans. #panicbuying #CoronavirusPandemic https://t.co/VIRQnxGn6R"
1202,46154,"Denver, CO",13-03-2020,Well guess Im going on that corona virus diet. Everyone has panicked and bought all the food so now my fat a** cant eat! #CoronavirusPandemic #CoronaOutbreak #coronavirus #Corona #panic #food #Covid_19,Negative,"['Well', 'guess', 'I\x92m', 'going', 'on', 'that', 'corona', 'virus', 'diet', '.', 'Everyone', 'has', 'panicked', 'and', 'bought', 'all', 'the', 'food', 'so', 'now', 'my', 'fat', 'a', '*', '*', 'cant', 'eat', '!', '#', 'CoronavirusPandemic', '#', 'CoronaOutbreak', '#', 'coronavirus', '#', 'Corona', '#', 'panic', '#', 'food', '#', 'Covid_19']",Well guess Im going corona virus diet. Everyone panicked bought food fat a** cant eat! #CoronavirusPandemic #CoronaOutbreak #coronavirus #Corona #panic #food #Covid_19
1203,46155,South Africa,13-03-2020,"Thanks to factors such as #Covid_19, an oil crash and the Rand/Dollar exchange rate, a substantial decline in SA fuel prices is on the cards for April 2020. More insight here: https://t.co/2slfrpsmZf https://t.co/2L7iqtBDIO",Positive,"['Thanks', 'to', 'factors', 'such', 'as', '#', 'Covid_19', ',', 'an', 'oil', 'crash', 'and', 'the', 'Rand/Dollar', 'exchange', 'rate', ',', 'a', 'substantial', 'decline', 'in', 'SA', 'fuel', 'prices', 'is', 'on', 'the', 'cards', 'for', 'April', '2020', '.', 'More', 'insight', 'here', ':', 'https', ':', '//t.co/2slfrpsmZf', 'https', ':', '//t.co/2L7iqtBDIO']","Thanks factors #Covid_19, oil crash Rand/Dollar exchange rate, substantial decline SA fuel prices cards April 2020. insight here: https://t.co/2slfrpsmZf https://t.co/2L7iqtBDIO"
1204,46156,"South-West Oxford, Ontario",13-03-2020,"The #Trudeau government shunned resource development, let manufacturing wither and ignored agriculture in favour of keeping rates low and relying on consumer spending to drive the economy. Well what a mess we're in now #Covid_19 #coronapocalypse #lockdown #stockmarketcrash",Negative,"['The', '#', 'Trudeau', 'government', 'shunned', 'resource', 'development', ',', 'let', 'manufacturing', 'wither', 'and', 'ignored', 'agriculture', 'in', 'favour', 'of', 'keeping', 'rates', 'low', 'and', 'relying', 'on', 'consumer', 'spending', 'to', 'drive', 'the', 'economy', '.', 'Well', 'what', 'a', 'mess', 'we', ""'re"", 'in', 'now', '#', 'Covid_19', '#', 'coronapocalypse', '#', 'lockdown', '#', 'stockmarketcrash']","#Trudeau government shunned resource development, let manufacturing wither ignored agriculture favour keeping rates low relying consumer spending drive economy. Well mess we're #Covid_19 #coronapocalypse #lockdown #stockmarketcrash"
1205,46157,Here and there. Usually NYC.,13-03-2020,"Seemingly every retail store, restaurant or other vendor I've ever dealt with (and many I haven't) that somehow obtained my email address has emailed me in the past couple of days to assure me they're taking COVID-19 seriously. I wonder how effective these email blasts are.",Positive,"['Seemingly', 'every', 'retail', 'store', ',', 'restaurant', 'or', 'other', 'vendor', 'I', ""'ve"", 'ever', 'dealt', 'with', '(', 'and', 'many', 'I', 'have', ""n't"", ')', 'that', 'somehow', 'obtained', 'my', 'email', 'address', 'has', 'emailed', 'me', 'in', 'the', 'past', 'couple', 'of', 'days', 'to', 'assure', 'me', 'they', ""'re"", 'taking', 'COVID-19', 'seriously', '.', 'I', 'wonder', 'how', 'effective', 'these', 'email', 'blasts', 'are', '.']","Seemingly every retail store, restaurant vendor I've ever dealt (and many haven't) somehow obtained email address emailed past couple days assure they're taking COVID-19 seriously. wonder effective email blasts are."
1206,46158,New Zealand,13-03-2020,"Random thought: Is there some way for central government to coordinate reassigning people losing jobs/having their hours cut over the coronavirus to courier companies, supermarkets and warehouses packing online shopping. My courier person looked shattered today #coronavirus",Extremely Negative,"['Random', 'thought', ':', 'Is', 'there', 'some', 'way', 'for', 'central', 'government', 'to', 'coordinate', 'reassigning', 'people', 'losing', 'jobs/having', 'their', 'hours', 'cut', 'over', 'the', 'coronavirus', 'to', 'courier', 'companies', ',', 'supermarkets', 'and', 'warehouses', 'packing', 'online', 'shopping', '.', 'My', 'courier', 'person', 'looked', 'shattered', 'today', '#', 'coronavirus']","Random thought: way central government coordinate reassigning people losing jobs/having hours cut coronavirus courier companies, supermarkets warehouses packing online shopping. courier person looked shattered today #coronavirus"
1207,46159,"Seattle, WA",13-03-2020,"Could everyone please pay with a card, no cash exchanges. Thank you from a retail store manager. #Covid_19",Positive,"['Could', 'everyone', 'please', 'pay', 'with', 'a', 'card', ',', 'no', 'cash', 'exchanges', '.', 'Thank', 'you', 'from', 'a', 'retail', 'store', 'manager', '.', '#', 'Covid_19']","Could everyone please pay card, cash exchanges. Thank retail store manager. #Covid_19"
1208,46160,"Ohio, USA",13-03-2020,"Things are getting real crazy right now. Toilet paper is nowhere to be seen. Lines are wrapping around the entire grocery store. Schools are canceling. Our federal government is doing a horrible job of containing #Covid_19.
Everyone is panicking.",Extremely Negative,"['Things', 'are', 'getting', 'real', 'crazy', 'right', 'now', '.', 'Toilet', 'paper', 'is', 'nowhere', 'to', 'be', 'seen', '.', 'Lines', 'are', 'wrapping', 'around', 'the', 'entire', 'grocery', 'store', '.', 'Schools', 'are', 'canceling', '.', 'Our', 'federal', 'government', 'is', 'doing', 'a', 'horrible', 'job', 'of', 'containing', '#', 'Covid_19', '.', 'Everyone', 'is', 'panicking', '.']",Things getting real crazy right now. Toilet paper nowhere seen. Lines wrapping around entire grocery store. Schools canceling. federal government horrible job containing #Covid_19. Everyone panicking.
1209,46161,London,13-03-2020,Apparently the #Covid_19 virus causes excessive bowel movements judging by these grocery store toiletry sections ? Maybe if yall was eating right for a healthy immune system you wouldnt be panic buying Shea butter essenced Andrex toilet tissue to combat the T-Virus ????? https://t.co/knSr0JqNm2,Negative,"['Apparently', 'the', '#', 'Covid_19', 'virus', 'causes', 'excessive', 'bowel', 'movements', 'judging', 'by', 'these', 'grocery', 'store', 'toiletry', 'sections', '?', 'Maybe', 'if', 'y\x92all', 'was', 'eating', 'right', 'for', 'a', 'healthy', 'immune', 'system', 'you', 'wouldn\x92t', 'be', 'panic', 'buying', 'Shea', 'butter', 'essenced', 'Andrex', 'toilet', 'tissue', 'to', 'combat', 'the', '\x93T-Virus\x94', '?', '?', '?', '?', '?', 'https', ':', '//t.co/knSr0JqNm2']",Apparently #Covid_19 virus causes excessive bowel movements judging grocery store toiletry sections ? Maybe yall eating right healthy immune system wouldnt panic buying Shea butter essenced Andrex toilet tissue combat T-Virus ????? https://t.co/knSr0JqNm2
1210,46162,"Washington, DC",13-03-2020,"Im in the DC/Maryland/Virginia (DMV) area &amp;have not contracted COVID-19.

If you, your g-parents/family/friends cant get to a grocery store thats:
1. Stocked
2. Have to use public transportation

Then give me a DM/call! Im volunteering my time to shop&amp;drive to and for them!

RT",Positive,"['I\x91m', 'in', 'the', 'DC/Maryland/Virginia', '(', 'DMV', ')', 'area', '&', 'amp', ';', 'have', 'not', 'contracted', 'COVID-19', '.', 'If', 'you', ',', 'your', 'g-parents/family/friends', 'cant', 'get', 'to', 'a', 'grocery', 'store', 'that\x91s', ':', '1', '.', 'Stocked', '2', '.', 'Have', 'to', 'use', 'public', 'transportation', 'Then', 'give', 'me', 'a', 'DM/call', '!', 'Im', 'volunteering', 'my', 'time', 'to', 'shop', '&', 'amp', ';', 'drive', 'to', 'and', 'for', 'them', '!', 'RT']","Im DC/Maryland/Virginia (DMV) area &amp;have contracted COVID-19. you, g-parents/family/friends cant get grocery store thats: 1. Stocked 2. use public transportation give DM/call! Im volunteering time shop&amp;drive them! RT"
1211,46163,Boston,13-03-2020,"There needs to be a #study of items people don't want &amp; leave on #supermarket shelves during #crisis #hoarding #panic. Says a lot about people's #priorities, #pricing #psychology, and #branding. #Covid_19 #COVID19 #Brands #essentials #preppers",Neutral,"['There', 'needs', 'to', 'be', 'a', '#', 'study', 'of', 'items', 'people', 'do', ""n't"", 'want', '&', 'amp', ';', 'leave', 'on', '#', 'supermarket', 'shelves', 'during', '#', 'crisis', '#', 'hoarding', '#', 'panic', '.', 'Says', 'a', 'lot', 'about', 'people', ""'s"", '#', 'priorities', ',', '#', 'pricing', '#', 'psychology', ',', 'and', '#', 'branding', '.', '#', 'Covid_19', '#', 'COVID19', '#', 'Brands', '#', 'essentials', '#', 'preppers']","needs #study items people want &amp; leave #supermarket shelves #crisis #hoarding #panic. Says lot people's #priorities, #pricing #psychology, #branding. #Covid_19 #COVID19 #Brands #essentials #preppers"
1214,46166,Colombo,13-03-2020,"When your brand represents essential consumer goods category, and it still doesn't get picked up, despite a wave of consumer-triggered panic-buying ?

https://t.co/GNNpPKLFIF

#coronavirus #COVID2019 #CoronaOutbreak #Dasani",Negative,"['When', 'your', 'brand', 'represents', 'essential', 'consumer', 'goods', 'category', ',', 'and', 'it', 'still', 'does', ""n't"", 'get', 'picked', 'up', ',', 'despite', 'a', 'wave', 'of', 'consumer-triggered', 'panic-buying', '?', 'https', ':', '//t.co/GNNpPKLFIF', '#', 'coronavirus', '#', 'COVID2019', '#', 'CoronaOutbreak', '#', 'Dasani']","brand represents essential consumer goods category, still get picked up, despite wave consumer-triggered panic-buying ? https://t.co/GNNpPKLFIF #coronavirus #COVID2019 #CoronaOutbreak #Dasani"
1215,46167,Worcester,13-03-2020,"My mum's words this evening were 'We're going to have to make a self isolation shopping list'. Now as much as I don't want to join this 'panic buying', weve kind of been left with no choice considering that every supermarket has sold out of pasta. Pasta fgs?! #Covid_19",Extremely Negative,"['My', 'mum', ""'s"", 'words', 'this', 'evening', 'were', ""'We"", ""'re"", 'going', 'to', 'have', 'to', 'make', 'a', 'self', 'isolation', 'shopping', 'list', ""'"", '.', 'Now', 'as', 'much', 'as', 'I', 'do', ""n't"", 'want', 'to', 'join', 'this', ""'panic"", 'buying', ""'"", ',', 'weve', 'kind', 'of', 'been', 'left', 'with', 'no', 'choice', 'considering', 'that', 'every', 'supermarket', 'has', 'sold', 'out', 'of', 'pasta', '.', 'Pasta', 'fgs', '?', '!', '#', 'Covid_19']","mum's words evening 'We're going make self isolation shopping list'. much want join 'panic buying', weve kind left choice considering every supermarket sold pasta. Pasta fgs?! #Covid_19"
1217,46169,"Port-au-Prince, Haïti",13-03-2020,"When someone is uncertain about a situation, he/she begins to worry and look at others' behavior. This is how #panic usually starts. It leads to shortages, prices scourging... Hand sanitizer and toilet paper's shortage in some supermarkets is an example. #Covid_19 #panicbuying",Negative,"['When', 'someone', 'is', 'uncertain', 'about', 'a', 'situation', ',', 'he/she', 'begins', 'to', 'worry', 'and', 'look', 'at', 'others', ""'"", 'behavior', '.', 'This', 'is', 'how', '#', 'panic', 'usually', 'starts', '.', 'It', 'leads', 'to', 'shortages', ',', 'prices', 'scourging', '...', 'Hand', 'sanitizer', 'and', 'toilet', 'paper', ""'s"", 'shortage', 'in', 'some', 'supermarkets', 'is', 'an', 'example', '.', '#', 'Covid_19', '#', 'panicbuying']","someone uncertain situation, he/she begins worry look others' behavior. #panic usually starts. leads shortages, prices scourging... Hand sanitizer toilet paper's shortage supermarkets example. #Covid_19 #panicbuying"
1219,46171,San Francisco,13-03-2020,"Legit question  as a small retail business owner in SF, when do I make the call and close the store amid COVID-19... We can't work remote and I don't want to endanger my employees' health. No sales = no money... the bills don't stop. rent doesn't stop. payroll. I don't know!?",Extremely Negative,"['Legit', 'question', '\x96\x96', 'as', 'a', 'small', 'retail', 'business', 'owner', 'in', 'SF', ',', 'when', 'do', 'I', 'make', 'the', 'call', 'and', 'close', 'the', 'store', 'amid', 'COVID-19', '...', 'We', 'ca', ""n't"", 'work', 'remote', 'and', 'I', 'do', ""n't"", 'want', 'to', 'endanger', 'my', 'employees', ""'"", 'health', '.', 'No', 'sales', '=', 'no', 'money', '...', 'the', 'bills', 'do', ""n't"", 'stop', '.', 'rent', 'does', ""n't"", 'stop', '.', 'payroll', '.', 'I', 'do', ""n't"", 'know', '!', '?']","Legit question  small retail business owner SF, make call close store amid COVID-19... can't work remote want endanger employees' health. sales = money... bills stop. rent stop. payroll. know!?"
1220,46172,Florida,13-03-2020,"Small town advantages - local grocery store isn't out of anything. Didn't need TP, stocked up on ice cream and @GuinnessUS. (Priorities.) I'm now fully... um, well, I have enough ice cream, at least. Will probably need to restock the Guinness.

[Not #panicbuying for #Covid_19.]",Positive,"['Small', 'town', 'advantages', '-', 'local', 'grocery', 'store', 'is', ""n't"", 'out', 'of', 'anything', '.', 'Did', ""n't"", 'need', 'TP', ',', 'stocked', 'up', 'on', 'ice', 'cream', 'and', '@', 'GuinnessUS', '.', '(', 'Priorities', '.', ')', 'I', ""'m"", 'now', 'fully', '...', 'um', ',', 'well', ',', 'I', 'have', 'enough', 'ice', 'cream', ',', 'at', 'least', '.', 'Will', 'probably', 'need', 'to', 'restock', 'the', 'Guinness', '.', '[', 'Not', '#', 'panicbuying', 'for', '#', 'Covid_19', '.', ']']","Small town advantages - local grocery store anything. need TP, stocked ice cream @GuinnessUS. (Priorities.) I'm fully... um, well, enough ice cream, least. probably need restock Guinness. [Not #panicbuying #Covid_19.]"
1221,46173,"Sanford, MI",13-03-2020,"Grocery shopping in the media generated apocalypse.  Bread aisle at my local store.  Thought I might get mugged for my whole wheat!
#Covid_19 #covidpanic https://t.co/tZz09xjz4l",Neutral,"['Grocery', 'shopping', 'in', 'the', 'media', 'generated', 'apocalypse', '.', 'Bread', 'aisle', 'at', 'my', 'local', 'store', '.', 'Thought', 'I', 'might', 'get', 'mugged', 'for', 'my', 'whole', 'wheat', '!', '#', 'Covid_19', '#', 'covidpanic', 'https', ':', '//t.co/tZz09xjz4l']",Grocery shopping media generated apocalypse. Bread aisle local store. Thought might get mugged whole wheat! #Covid_19 #covidpanic https://t.co/tZz09xjz4l
